caseid,version,maindate,cutoffym,state,zipcode,income1,income2,income3,income4,income5,income_original,income_flg,age,age_flg,disabled,dobyr,edu_cat,edu_cat_flg,employ_stat,employ_stat_flg,hisp_race,hisp_race_flg,male,male_flg,memovr18,memund18,memund18_flg,retired,student,workfull,workpart,wgt_m1,wgt_m2,wgt_m3_6,wgt_m7,wgt_m8,wgt_m9_12,wgt_partial
88624338,"0111","20130201","201207","IN","47201",100000,100000,100000,100000,100000,100000,0,67,0,2,1945,3,0,2,0,3,0,0,0,2,0,0,2,2,2,1,552.1897597,0,0,544.2329141,637.2567797,1088.465826,0
88624655,"0111","20130124","201207","OH","44212",180000,180000,180000,180000,180000,180000,0,69,0,-1,1943,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,600.4243718,0,0,582.5076547,677.8326916,1165.015325,.7741935
88625371,"0111","20130111","201207","OK","74075",71892.856,66434.541,70322.665,58765.121,89633.132,-8,1,71,0,-1,1941,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,1860.248937,0,0,1779.585525,2236.168176,3559.171005,.3548387
88630236,"0111","20130115","201207","NY","10027",24000,24000,24000,24000,24000,24000,0,24,0,2,1988,3,0,2,0,3,0,1,0,1,0,0,2,2,2,1,13249.52939,0,0,13203.90715,15984.1012,26407.81405,.483871
88630357,"0111","20130111","201207","OR","97211",29653.571,38235.02,34173.863,13407.456,41280.951,-7,1,54,0,2,1958,3,0,2,0,3,0,0,0,2,0,0,2,2,2,1,4673.041425,0,0,4540.373669,5360.386094,9080.747194,.3548387
88632922,"0111","20130202","201207","IL","60618",80000,80000,80000,80000,80000,80000,0,45,0,-1,1967,3,0,1,0,3,0,0,0,1,1,0,-1,-1,1,-1,6703.168903,0,0,6512.865779,7689.119377,13025.73135,0
88637132,"0111","20130115","201207","CA","90062",50000,50000,50000,50000,50000,50000,0,18,1,-1,-7,3,0,1,0,2,0,1,0,1,0,0,-1,-1,1,-1,17486.10215,0,0,17303.23245,21402.66511,34606.46336,.483871
88640682,"0111","20130228","201207","OR","97005",95000,95000,95000,95000,95000,95000,0,29,0,-1,1983,3,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,5733.600549,7990.415649,0,5651.047783,6649.312522,11302.09589,1
88643160,"0111","20130118","201207","WA","98248",80000,80000,80000,80000,80000,80000,0,56,0,2,1956,3,0,2,0,3,0,0,0,2,2,0,2,2,2,1,4596.19737,0,0,4465.711218,5272.239261,8931.422295,.5806451
88646563,"0111","20130114","201207","DC","20012",50000,50000,50000,50000,50000,50000,0,22,0,-1,1990,1,0,4,0,2,0,0,0,3,1,0,2,1,2,-1,23215.47174,0,0,23156.78071,28807.24527,46313.55937,.4516129
88647047,"0111","20130121","201207","PA","18640",59000,59000,59000,59000,59000,59000,0,28,0,-1,1984,2,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,220433.7343,0,0,213135.703,260731.9598,426271.4238,.6774194
88647869,"0111","20130115","201207","MO","64134",25000,25000,25000,25000,25000,25000,0,53,0,-1,1959,2,0,3,0,2,0,0,0,1,0,0,1,-1,2,-1,101699.9629,0,0,98932.52083,115523.6187,197865.0297,.483871
88648295,"0111","20130126","201207","CT","06752",183916.09,166325.2,284213.56,310853.87,322006.24,-7,1,50,0,-1,1962,3,0,1,0,3,0,0,0,1,1,0,-1,-1,1,-1,6213.121177,0,0,6036.730519,7126.991894,12073.46085,.8387097
88648370,"0111","20130120","201207","IL","62301",40371.91,48111.961,42764.23,32870.5,34362.885,-7,1,69,0,-1,1943,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,2660.148817,0,0,2587.961925,3165.130146,5175.923837,.6451613
88648585,"0111","20130116","201207","DC","20007",300000,300000,300000,300000,300000,300000,0,61,0,2,1951,3,0,2,0,3,0,0,0,2,0,0,2,2,2,1,4085.603162,0,0,3969.612791,4686.54317,7939.225457,.516129
88650159,"0111","20130203","201207","OH","43207",4589.6632,6708.8422,12882.674,8813.8183,5611.3413,-8,1,76,0,2,1936,1,0,4,0,2,0,0,0,1,0,0,2,2,2,2,7721.869675,0,0,7498.32833,8966.503357,14996.65635,0
88654193,"0111","20130308","201207","NY","14612",47000,47000,47000,47000,47000,47000,0,43,0,2,1969,1,0,2,0,3,0,0,0,3,1,0,2,2,2,1,24508.77881,35075.88295,0,23858.76899,28646.19322,47717.53895,0
88654634,"0111","20130220","201207","IA","50023",28513.242,114172.15,118550.83,82371.37,53162.002,-7,1,60,0,-1,1952,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,10793.17748,15347.90524,0,10280.18322,12326.93135,20560.36644,.7142857
88655453,"0111","20130113","201207","IA","50701",90000,90000,90000,90000,90000,90000,0,48,0,-1,1964,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,6720.036151,0,0,6529.254166,7708.467582,13058.50813,.4193548
88665443,"0111","20130324","201207","NH","03452",85000,85000,85000,85000,85000,85000,0,46,0,-1,1966,2,0,1,0,3,0,1,0,1,2,0,-1,-1,1,-1,11757.65651,16786.09325,0,11206.99905,13755.74473,22413.99804,.7741935
88668033,"0111","20130124","201207","NY","14217",20000,20000,20000,20000,20000,20000,0,44,0,2,1968,3,0,4,0,3,0,1,0,2,0,0,2,2,2,2,9709.040259,0,0,9490.518933,11149.37212,18981.03825,.7741935
88672302,"0111","20130227","201207","MD","20706",117000,117000,117000,117000,117000,117000,0,43,0,-1,1969,3,0,1,0,1,0,0,0,2,1,0,-1,-1,1,-1,734.1748062,1122.852077,0,716.3624236,762.3670535,1432.724891,.9642857
88673176,"0111","20130131","201207","MN","55443",35000,35000,35000,35000,35000,35000,0,69,0,-1,1943,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,24177.7735,0,0,23521.67549,28767.48822,47043.35087,1
88673297,"0111","20130226","201207","NC","27205",80577.789,19239.582,73917.785,8545.7261,5485.5719,-8,1,76,0,-1,1936,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,32005.79688,47967.34754,0,30523.91007,37916.08622,61047.82097,.9285714
88673372,"0111","20130116","201207","WI","53185",85000,85000,85000,85000,85000,85000,0,28,0,-1,1984,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,75363.55387,0,0,74278.46436,87399.84904,148556.933,.516129
88674137,"0111","20130213","201207","MD","21654",100000,100000,100000,100000,100000,100000,0,72,0,2,1940,3,0,2,0,3,0,1,0,2,0,0,2,2,2,1,1798.013697,2648.801691,0,1721.836122,2092.746948,3443.672291,.4642857
88674753,"0111","20130114","201207","NC","27606",75000,75000,75000,75000,75000,75000,0,45,0,-1,1967,3,0,1,0,2,0,1,0,1,0,0,-1,-1,1,-1,4170.701719,0,0,4008.980326,4729.431807,8017.960376,.4516129
88678171,"0111","20130125","201207","NJ","07028",284979.82,212061.67,384606.37,286183.19,153100.63,-8,1,62,0,-1,1950,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,6144.196114,0,0,5969.762241,7047.928836,11939.52429,.8064516
88679963,"0111","20130114","201207","NC","27406",0,0,0,0,0,0,0,23,0,-1,1989,3,0,4,0,3,0,0,0,1,0,0,2,1,2,-1,8338.635737,0,0,8442.093197,10283.58846,16884.18596,.4516129
88680558,"0111","20130312","201207","KS","66033",63877.996,66476.795,61911.956,58908.734,27317.25,-7,1,63,0,-1,1949,1,0,3,0,3,0,1,0,3,0,0,1,-1,2,-1,25464.97846,36762.24078,0,24768.14522,28754.18448,49536.28917,.3870968
88681180,"0111","20130202","201207","AZ","85295",165000,165000,165000,165000,165000,165000,0,40,0,2,1972,3,0,4,0,3,0,0,0,2,4,0,2,2,2,2,6753.356097,0,0,6706.353454,7927.854603,13412.70696,0
88683670,"0111","20130121","201207","AZ","85715",150000,150000,150000,150000,150000,150000,0,53,0,-1,1959,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,5067.001046,0,0,4846.071624,5685.720637,9692.143252,.6774194
88686505,"0111","20130217","201207","MN","55378",110000,110000,110000,110000,110000,110000,0,32,0,-1,1980,3,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,8222.635168,11459.16465,0,8104.245115,9535.870265,16208.49069,.6071429
88686989,"0111","20130205","201207","TN","37211",40000,40000,40000,40000,40000,40000,0,38,0,-1,1974,3,0,1,0,1,0,1,0,1,0,0,-1,-1,1,-1,19627.12061,0,0,19097.70964,19337.47622,38195.42106,0
88687258,"0111","20130209","201207","AZ","85042",114451.52,121724.52,105001.38,138890.31,101498.51,-7,1,65,0,-1,1947,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,2010.836522,0,0,1925.642148,2340.456027,3851.284349,0
88687472,"0111","20130111","201207","ND","58201",37740.153,33588.311,49755.036,34854.678,37125.997,-8,1,80,0,-1,1932,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,7140.778745,0,0,6864.536635,8622.873991,13729.0731,.3548387
88689364,"0111","20130121","201207","OH","44103",8000,8000,8000,8000,8000,8000,0,57,0,-1,1955,1,0,3,0,2,0,1,0,1,0,0,1,-1,2,-1,18724.76182,0,0,18304.27085,21366.79372,36608.5395,.6774194
88689935,"0111","20130309","201207","OH","44714",73729.161,66896.038,60827.944,52231.902,65950.012,-7,1,63,0,-1,1949,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,1998.886009,2872.997594,0,1934.729927,2246.842884,3869.459754,0
88690847,"0111","20130111","201207","WA","98632",20000,20000,20000,20000,20000,20000,0,35,0,-1,1977,3,1,1,0,2,0,1,0,2,1,0,-1,-1,1,-1,2152.156898,0,0,2114.333771,2497.545171,4228.667482,.3548387
88692122,"0111","20130125","201207","MA","01201",19995,19995,19995,19995,19995,19995,0,54,0,-1,1958,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,12335.29408,0,0,11757.58357,14431.54564,23515.16708,.8064516
88693642,"0111","20130214","201207","IL","61853",100000,100000,100000,100000,100000,100000,0,31,0,-1,1981,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,8915.876627,12118.34706,0,8649.927475,10114.66364,17299.85573,.5
88693866,"0111","20130211","201207","MI","48044",155000,155000,155000,155000,155000,155000,0,71,0,-1,1941,1,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,1452.705455,2210.311572,0,1414.776128,1701.470827,2829.552222,.3928571
88694546,"0111","20130311","201207","OH","45506",119275.59,116267.26,100967.89,118142.89,121294.41,-7,1,43,0,-1,1969,2,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,36172.13203,52324.91004,0,35783.37106,41610.06259,71566.74169,.3548387
88695075,"0111","20130324","201207","MO","63119",103684.2,109820.75,158137.56,121734.5,143895.68,-7,1,21,0,2,1991,3,0,2,0,3,0,0,0,2,0,0,2,2,2,1,2708.117311,3809.925846,0,2777.583469,3239.348219,5555.166794,.7741935
88696876,"0111","20130114","201207","NJ","07712",70000,70000,70000,70000,70000,70000,0,59,0,-1,1953,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,8799.877798,0,0,8407.453168,10198.13697,16814.9059,.4516129
88699439,"0111","20130131","201207","TN","38128",58186.026,65592.108,57492.382,59498.327,63598.666,-8,1,65,0,2,1947,2,0,2,0,2,0,1,0,2,0,0,2,2,2,1,44975.99567,0,0,43705.87325,53498.19318,87411.7444,1
88702946,"0111","20130203","201207","KY","40342",40000,40000,40000,40000,40000,40000,0,39,0,1,1973,1,0,4,0,3,0,0,0,2,3,0,2,2,2,-1,5529.239987,0,0,5453.010146,6268.320035,10906.02051,0
88706823,"0111","20130213","201207","PA","18925",51000,51000,51000,51000,51000,51000,0,87,0,-1,1925,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2622.934164,3864.059802,0,2511.806666,3052.889685,5023.613401,.4642857
88707307,"0111","20130313","201207","VA","23434",22973.47,44884.745,50572.799,8626.5007,97695.674,-7,1,30,0,2,1982,2,0,2,0,3,0,0,0,2,0,0,2,2,2,1,12075.75384,16641.24715,0,11703.38921,14148.53007,23406.77885,.4193548
88710594,"0111","20130131","201207","IL","61467",62813.942,61873.489,65472.701,58740.068,64577.807,-8,1,30,0,-1,1982,3,0,4,0,3,0,1,0,1,0,0,2,1,2,-1,8915.876627,0,0,8649.927475,10114.66364,17299.85573,1
88711386,"0111","20130202","201207","IN","46236",104119.55,117131.69,136995.69,102963.98,132389.06,-7,1,40,0,-1,1972,1,0,1,0,3,0,1,0,3,0,0,-1,-1,1,-1,6914.807935,0,0,6873.930186,7990.564264,13747.8603,0
88713269,"0111","20130318","201207","NC","28621",12000,12000,12000,12000,12000,12000,0,60,0,-1,1952,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,6792.408843,9658.809701,0,6469.569092,7757.637426,12939.13819,.5806451
88714556,"0111","20130219","201207","CT","06830",50000,50000,50000,50000,50000,50000,0,62,0,1,1950,2,0,4,0,3,0,0,0,4,0,0,2,2,2,-1,8898.594068,12611.09682,0,8501.767253,10312.53879,17003.53407,.6785714
88716532,"0111","20130111","201207","OR","97471",3686.9818,15799.267,7378.1143,18779.66,11363.056,-7,1,87,0,-1,1925,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,3890.22617,0,0,3710.106459,4608.607354,7420.213021,.3548387
88719010,"0111","20130221","201207","DC","20007",25000,25000,25000,25000,25000,25000,0,55,0,2,1957,3,0,2,0,3,0,0,0,1,0,0,2,2,2,1,4085.603162,5855.418818,0,3969.612791,4686.54317,7939.225457,.75
88719627,"0111","20130121","201207","NY","11727",40000,40000,40000,40000,40000,40000,0,84,0,-1,1928,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,2459.921481,0,0,2393.16804,2926.893257,4786.336068,.6774194
88720445,"0111","20130111","201207","IL","60450",60000,60000,60000,60000,60000,60000,0,55,0,-1,1957,2,0,3,0,3,0,1,0,4,0,0,1,-1,2,-1,13443.21237,0,0,12813.61367,15727.74281,25627.22728,.3548387
88720614,"0111","20130123","201207","CA","93013",20000,20000,20000,20000,20000,20000,0,54,0,-1,1958,2,0,4,0,3,0,0,0,2,0,0,2,1,2,-1,30447.55851,0,0,28739.986,35425.69969,57479.97051,.7419355
88720810,"0111","20130201","201207","MN","55123",80000,80000,80000,80000,80000,80000,0,30,0,-1,1982,2,0,1,0,3,0,0,0,2,2,0,-1,-1,1,-1,19034.3085,0,0,18447.37179,22301.50514,36894.74426,0
88721509,"0111","20130111","201207","OR","97403",35566.515,49184.183,47396.664,30922.951,43052.898,-7,1,64,0,-1,1948,3,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,4673.041425,0,0,4540.373669,5360.386094,9080.747194,.3548387
88722131,"0111","20130308","201207","VA","23062",172529.63,158312.66,212844.11,183233.7,164074.42,-7,1,71,0,-1,1941,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,1829.120103,2694.627093,0,1751.624623,2128.952366,3503.249294,0
88723651,"0111","20130228","201207","MA","01834",60000,60000,60000,60000,60000,60000,0,70,0,-1,1942,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2646.113491,3898.207173,0,2534.00394,3079.868604,5068.007949,1
88723866,"0111","20130205","201207","WA","98144",171353.23,143758.41,105411.03,151946.19,60711.229,-7,1,43,0,2,1969,3,0,2,0,3,0,1,0,2,2,0,2,2,2,1,7199.121403,0,0,7037.09081,8267.107903,14074.1819,0
88725815,"0111","20130207","201207","MD","21108",25981.667,48695.985,41865.512,29587.193,38243.54,-7,1,46,0,-1,1966,3,0,1,0,2,0,0,0,1,0,0,-1,-1,1,-1,3802.052201,0,0,3712.752506,4407.373233,7425.504637,0
88726522,"0111","20130302","201207","KS","67530",100000,100000,100000,100000,100000,100000,0,34,0,-1,1978,2,0,1,0,3,0,1,0,3,0,0,-1,-1,1,-1,5518.641125,7769.927039,0,5405.735679,6331.240935,10811.47181,0
88726540,"0111","20130118","201207","OR","97214",38000,38000,38000,38000,38000,38000,0,31,0,-1,1981,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,5733.600549,0,0,5651.047783,6649.312522,11302.09589,.5806451
88728991,"0111","20130115","201207","MI","48855",74513.918,58769.416,83702.852,62394.603,67636.779,-7,1,86,0,-1,1926,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1452.705455,0,0,1414.776128,1701.470827,2829.552222,.483871
88731928,"0111","20130223","201207","TN","37312",160000,160000,160000,160000,160000,160000,0,58,0,-1,1954,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,1396.800783,2030.261704,0,1374.899458,1554.072901,2749.798873,.8214286
88733427,"0111","20130126","201207","VA","23831",4403.6753,19433.198,12369.071,23658.517,46856.21,-7,1,80,0,-1,1932,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,40442.15112,0,0,38877.64036,48836.07033,77755.27977,.8387097
88733708,"0111","20130123","201207","CA","95361",20000,20000,20000,20000,20000,20000,0,67,0,-1,1945,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,17697.67119,0,0,16675.30958,21049.06179,33350.61962,.7419355
88734004,"0111","20130111","201207","OR","97229",55000,55000,55000,55000,55000,55000,0,80,0,-1,1932,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,4889.519663,0,0,4700.367852,5904.357695,9400.73559,.3548387
88734581,"0111","20130210","201207","NY","12204",18000,18000,18000,18000,18000,18000,0,41,0,-1,1971,1,0,1,0,3,0,0,0,3,1,0,-1,-1,1,-1,222807.0801,318871.6632,0,216897.8999,260419.9383,433795.8086,.3571429
88737199,"0111","20130121","201207","MN","56484",67498.738,52261.645,68696.538,54533.841,70332.615,-8,1,59,0,-1,1953,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,9598.310416,0,0,9170.280221,11123.43677,18340.55997,.6774194
88739371,"0111","20130115","201207","MD","21045",110000,110000,110000,110000,110000,110000,0,67,0,-1,1945,3,0,3,0,2,0,0,0,1,0,0,1,-1,2,-1,1508.842282,0,0,1475.304796,1814.240253,2950.609483,.483871
88745952,"0111","20130202","201207","MA","02127",63000,63000,63000,63000,63000,63000,0,23,0,-1,1989,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,12127.61786,0,0,12278.08522,14956.33517,24556.1698,0
88746016,"0111","20130115","201207","MI","48363",100000,100000,100000,100000,100000,100000,0,70,0,-1,1942,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,550.9811889,0,0,543.0417584,635.8620238,1086.083514,.483871
88748131,"0111","20130111","201207","IL","60010",161602.71,226815.72,165854.91,192988.09,197317.78,-8,1,22,0,-1,1990,3,0,4,0,3,0,1,0,3,0,0,2,1,2,-1,14327.98576,0,0,14278.65006,17285.1403,28557.29984,.3548387
88748412,"0111","20130219","201207","IL","60659",6000,6000,6000,6000,6000,6000,0,39,0,2,1973,3,0,2,0,3,0,0,0,2,0,0,2,2,2,1,9685.117736,13969.91735,0,9617.710342,11369.48861,19235.42076,.6785714
88748896,"0111","20130128","201207","WA","99203",80000,80000,80000,80000,80000,80000,0,82,0,-1,1930,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,2044.292426,0,0,1955.64859,2457.403187,3911.297131,.9032258
88749950,"0111","20130125","201207","NY","11757",33000,33000,33000,33000,33000,33000,0,80,0,-1,1932,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,6485.777421,0,0,6234.874136,7831.9247,12469.74812,.8064516
88752811,"0111","20130121","201207","NJ","07076",85000,85000,85000,85000,85000,85000,0,70,0,-1,1942,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,2643.302858,0,0,2531.312386,3076.597246,5062.624841,.6774194
88753537,"0111","20130304","201207","OH","45419",250000,250000,250000,250000,250000,250000,0,35,0,2,1977,3,0,4,0,3,0,0,0,2,2,0,2,2,2,2,2016.513799,2949.890533,0,2028.675071,2296.030757,4057.350159,0
88754936,"0111","20130211","201207","NC","27525",35000,35000,35000,35000,35000,35000,0,70,0,-1,1942,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,1819.39906,2680.306226,0,1742.315437,2117.637834,3484.630922,.3928571
88755027,"0111","20130301","201207","TX","78596",12780,12780,12780,12780,12780,12780,0,88,0,-1,1924,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,3471.856473,5203.299473,0,3311.10752,4112.980216,6622.215132,0
88755353,"0111","20130212","201207","DE","19713",151823.39,235131.51,158871.73,45781.782,78692.87,-7,1,64,0,-1,1948,1,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,8344.59458,11878.13163,0,8011.445964,9714.545932,16022.89152,.4285714
88757179,"0111","20130125","201207","MD","21874",25000,25000,25000,25000,25000,25000,0,58,0,1,1954,2,0,4,0,3,0,1,0,1,0,0,2,2,2,-1,8381.737131,0,0,7989.1873,9806.12389,15978.37456,.8064516
88757209,"0111","20130115","201207","MD","20817",1000000,1000000,1000000,1000000,1000000,1000000,0,47,0,-1,1965,3,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,4530.720018,0,0,4333.173315,5083.955594,8666.346633,.483871
88758699,"0111","20130115","201207","NC","27284",50000,50000,50000,50000,50000,50000,0,77,0,-1,1935,1,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,3520.637657,0,0,3357.630107,4170.769484,6715.260307,.483871
88762089,"0111","20130124","201207","TN","37129",51545.342,34481.056,13246.806,4563.5185,4180.2272,-7,1,86,0,-1,1926,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,5647.88876,0,0,5473.667842,6585.064131,10947.33555,.7741935
88762098,"0111","20130207","201207","MN","55044",110000,110000,110000,110000,110000,110000,0,29,0,-1,1983,3,0,1,0,3,0,1,0,2,1,0,-1,-1,1,-1,8913.886644,0,0,8647.996851,10112.4061,17295.99448,0
88769903,"0111","20130121","201207","TX","76036",80000,80000,80000,80000,80000,80000,0,37,0,-1,1975,1,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,20725.45562,0,0,20336.89172,24692.26543,40673.78322,.6774194
88770936,"0111","20130121","201207","IA","50021",85000,85000,85000,85000,85000,85000,0,57,0,-1,1955,3,0,1,0,3,0,0,0,2,0,0,-1,-1,1,-1,6720.036151,0,0,6529.254166,7708.467582,13058.50813,.6774194
88771371,"0111","20130115","201207","IN","47904",25000,25000,25000,25000,25000,25000,0,51,0,-1,1961,2,0,1,0,3,0,0,0,1,0,0,-1,-1,1,-1,1992.847884,0,0,1928.885601,2240.055745,3857.771102,.483871
88772574,"0111","20130213","201207","KS","66049",42500,42500,42500,42500,42500,42500,0,44,0,-1,1968,1,0,1,0,3,0,0,0,1,1,0,-1,-1,1,-1,5486.471676,7963.350865,0,5410.831467,6219.834987,10821.66315,.4642857
88774448,"0111","20130131","201207","AR","72116",103092.14,40582.631,210180.96,54237.771,16535.039,-7,1,71,0,2,1941,3,0,4,0,3,0,1,0,2,0,0,2,2,2,2,1782.244998,0,0,1706.735505,2074.393419,3413.471057,1
88774578,"0111","20130126","201207","VA","23113",94054.295,62002.503,97004.206,89954.065,55985.53,-8,1,75,0,-1,1937,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,1687.276032,0,0,1641.489415,2007.574989,3282.978823,.8387097
88775360,"0111","20130121","201207","OH","45036",38000,38000,38000,38000,38000,38000,0,78,0,-1,1934,2,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,869.2248442,0,0,840.437045,1023.116634,1680.874108,.6774194
88775922,"0111","20130114","201207","WA","98034",58405.642,56228.135,59394.543,57057.444,66317.175,-7,1,75,0,-1,1937,3,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,1823.998347,0,0,1774.501578,2170.251573,3549.003147,.4516129
88777234,"0111","20130212","201207","MD","21401",141183.05,68544.989,348359.27,38883.988,66265.506,-7,1,47,0,-1,1965,3,0,1,0,3,0,0,0,2,2,0,-1,-1,1,-1,4179.373067,5989.808294,0,4060.720566,4794.105429,8121.441005,.4285714
88779591,"0111","20130115","201207","OH","43450",25686.031,334.14984,37187.566,13536.594,78306.678,-7,1,91,0,-1,1921,2,0,3,0,3,0,1,0,1,0,0,1,-1,2,-1,869.2248442,0,0,840.437045,1023.116634,1680.874108,.483871
88780524,"0111","20130121","201207","IL","60640",100000,100000,100000,100000,100000,100000,0,44,0,-1,1968,3,0,1,0,1,0,1,0,2,1,0,-1,-1,1,-1,15037.75748,0,0,14443.1947,15275.16116,28886.39074,.6774194
88780720,"0111","20130201","201207","NH","03867",100000,100000,100000,100000,100000,100000,0,51,0,-1,1961,3,0,1,0,3,0,1,0,2,0,0,-1,-1,1,-1,6355.561965,0,0,6078.449208,7131.624702,12156.89842,0
88782368,"0111","20130122","201207","UT","84103",130000,130000,130000,130000,130000,130000,0,27,0,-1,1985,3,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,5529.447373,0,0,5449.834019,6412.554091,10899.66835,.7096774
88784205,"0111","20130203","201207","GA","30088",197107.36,176564.32,183898.75,239335.85,162284.62,-7,1,43,0,-1,1969,3,0,1,0,2,0,0,0,2,0,0,-1,-1,1,-1,9810.440522,0,0,9919.408202,11288.34635,19838.8158,0
88784214,"0111","20130218","201207","CA","91604",30000,30000,30000,30000,30000,30000,0,27,0,-1,1985,3,0,1,1,3,0,1,0,2,0,0,-8,-1,2,-1,28276.44381,43054.81651,0,27103.13125,32205.78935,54206.26493,.6428571
88784232,"0111","20130201","201207","VA","22303",25000,25000,25000,25000,25000,25000,0,26,0,-1,1986,3,0,1,0,2,0,1,0,2,0,0,-1,-1,1,-1,5144.594985,0,0,5016.323835,5897.988188,10032.64777,0
88785154,"0111","20130115","201207","KY","40513",86025.827,55469.368,158108.44,116110.99,63543.724,-7,1,72,0,-1,1940,3,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,601.6183835,0,0,583.6660369,679.1806384,1167.33209,.483871
88786160,"0111","20130121","201207","NC","28756",50000,50000,50000,50000,50000,50000,0,71,0,-1,1941,1,0,3,0,3,0,1,0,2,0,0,1,-1,2,-1,4424.993894,0,0,4253.812333,5343.417871,8507.624563,.6774194
88786348,"0111","20130130","201207","MD","21060",51543.92,62281.729,288498.65,181161.86,138477.7,-8,1,41,0,-1,1971,3,0,1,0,3,0,0,0,1,2,0,-1,-1,1,-1,6038.5947,0,0,5996.566721,7088.786687,11993.13349,.9677419
88788847,"0111","20130115","201207","TN","37660",20000,20000,20000,20000,20000,20000,0,72,0,-1,1940,1,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,10571.02268,0,0,10213.46326,12146.53313,20426.9268,.483871
88790792,"0111","20130208","201207","PA","17225",147446.53,129555.06,111521.76,104944.97,146343.15,-8,1,31,0,-1,1981,2,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,17316.47214,0,0,16782.50616,20288.80599,33565.01293,0
88799003,"0111","20130129","201207","OR","97229",200000,200000,200000,200000,200000,200000,0,29,0,-1,1983,3,0,1,0,3,0,0,0,2,1,0,-1,-1,1,-1,5733.600549,0,0,5651.047783,6649.312522,11302.09589,.9354839
88801791,"0111","20130307","201207","IN","47025",23000,23000,23000,23000,23000,23000,0,71,0,-1,1941,2,0,3,0,3,0,0,0,2,0,0,1,-1,2,-1,618.8806834,937.5003314,0,599.7900169,721.5738771,1199.580019,0
88802640,"0111","20130207","201207","PA","18045",25000,25000,25000,25000,25000,25000,0,71,0,-1,1941,2,0,3,0,3,0,0,0,1,0,0,1,-1,2,-1,24652.28605,0,0,23583.32294,29634.0218,47166.64528,0
88803713,"0111","20130207","201207","ID","83686",78000,78000,78000,78000,78000,78000,0,42,0,-1,1970,2,0,1,0,3,0,1,0,2,2,0,-1,-1,1,-1,18095.68585,0,0,17628.62494,21665.9618,35257.2505,0
